,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,0.02443467554479235,0.022805697178474367,0.06351957781556623,0.026063653446376726,0.08767672704531682,0.0,0.0,0.0,0.01954774043570928,0.04533338921501842,0.0,0.34044885474668474,0.0,0.019547740438019014,0.0,0.01466080485905375,0.013031826860155218,0.012738611902311672,0.6952499981061661,0.016289784083641345,0.1873272064087458,0.0,0.0,0.014660805557095768,1.5993635438019447,0.5633435700967642,0.38769685197490067,0.0,0.0,0.0,0.0,0.0,0.2932161065356392,0.0,0.0,0.035837524133730016,0.08010478559807693,0.00977387021785464,0.0,0.0,0.0,0.2964740632750959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0190985433952764,24.387636653681433
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999978,8.99999999999998,0.0,0.9999999999999978,0.9999999999999978,0.9999999999999978,238.99999999999946,9988.999999999978
2,0.0,0.0,0.013050571403660933,0.0,0.08972267914495773,0.0,0.0,0.0,0.0,0.00978792863432598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9477978825103928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011419213922453639,0.0,0.0,3.536704478653624,32.407823134854844
3,0.0,0.0,0.2335115463136942,0.0,0.0,0.08912654434917637,0.0,0.08377958903140159,0.10695185321901164,0.15329765628081019,0.0,0.7201424783413448,0.0,0.1140819767669455,0.16577537248946805,0.0,0.0,0.1907307993500407,1.8092688589650305,0.0,0.7736184141912216,0.0,0.15151512538873418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3065953520629695,0.0,0.0,5.007129789478905,122.59356982159858
4,0.07410837613688041,0.06780128029544324,0.12614154845959796,0.0,0.04674427892133573,0.03153547023359558,0.0047303218810774905,0.07883869801859748,0.0,0.14306833521403395,0.047302901909741166,0.34836683170232247,0.0,0.06307095841127594,0.0,0.0015767739603591577,0.022074834994387012,0.055187088611309366,1.4665562218096995,0.0,0.49290195734735026,0.012614191682873262,0.0031535479207183154,0.0,0.7300467776543776,0.3232389388685429,0.3721116782705013,0.30273500206500764,0.07726192405759384,0.15767739517545354,0.0,0.0,0.01734479752597833,0.0,0.13858339485070695,0.05676386202828529,0.12732344557896286,0.0,0.1529470741548383,0.0,0.1829057794016623,0.011037417722604477,0.0,0.0,0.9517363024607415,0.6403816905638702,0.0,0.0,0.015767739603591575,0.029958705246823997,0.0,0.0031532310196847493,0.0,0.0,2.032016810177409,15.409712104221143
5,0.0,0.0,0.0,0.0,0.49999999999999944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999944,0.0,1061.4999999999989,2122.9999999999977
6,0.0,0.030622390583925897,0.20925300244866385,0.0,0.22967964508624733,0.08676343998779004,0.1990455395171638,0.4338153751017847,0.11738583057171594,0.2194449864294169,0.14800822115564183,0.3062316025494774,0.0,0.005103731763987649,0.0,0.5510853317412123,0.37257241926486395,0.0,1.8169399681331355,0.28580897878573897,1.4341557250748114,0.0,0.1378007576461696,0.6175467699444729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22877548354973615,0.0,0.13269702586367887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10207463527975298,0.05614104940386414,0.17352694313464567,0.030608072254619072,0.0,8.757847294762422,62.77644243679626
7,0.01803479477109484,0.0,0.0991915184112519,0.0045086986927736945,0.27212017953630646,0.040578313894444995,0.0541043843132843,0.05410438431338659,0.03156089084941586,0.08235209671289484,0.0,0.33393025838196855,0.10820876862656867,0.0,0.013526096078321084,0.22994363333100293,0.03606959083077339,0.03156089085302508,1.325107369377239,0.0,0.38503595611608843,0.009017397385547389,0.07213917908437911,0.018034794771094778,0.1487858158378644,0.10820797657151965,0.3742419400599313,0.018050802868031925,0.0,0.03606959200358634,0.0,0.0,0.1713297383525071,0.0,0.07263304432519181,0.02705219370612559,0.10032155325000565,0.0,0.0,0.013526096078321084,0.0,0.3606958954211607,0.0,0.8611614503128177,0.7818202003267093,0.8335045922859056,0.0,0.0,0.0,0.0,0.0,0.42381767712072727,0.027052192156642167,0.15329575555434596,2.3548063264003427,18.936751949757067
8,0.0,0.06910375268592225,0.10055535328349223,1.6710543849367683,0.08904728849812639,0.0,0.06282159335083841,0.0691037526832316,0.006282159335083841,0.17070948738941685,0.0,0.2889997314868477,0.47744410946637195,0.13192534604016617,0.018846480011940194,0.2135934191972888,0.08166807173011034,0.3089565920435046,1.2576665639407407,0.025128637340335363,0.5968168905399737,1.4511788331916367,0.07538591615110286,0.05026314946865918,0.25869931786446765,0.12673436791104217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00628215933508426,0.0,0.0,0.0,0.0,0.20731125805776676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27013285140860516,0.0,0.0,0.0,0.08795023069117384,0.037710580374468367,0.25128637340329757,5.148485509663635,56.66986143850427
9,0.12391244074010704,0.11086902592090057,0.19565121956537124,0.0,0.4652149895409923,0.0,0.3673895169753076,0.0,0.026086829629539978,0.19782512321365847,0.0,0.4999974045729029,0.0,0.023912927160411646,0.03913024374990773,0.4587435540372221,0.30217244299852164,0.21739024691283315,2.180424107400481,0.38912854145618764,1.065212199722945,0.09130389443382066,0.09782560967963334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3282592459361713,0.08695609876512837,0.0,6.0760621889241,86.54307585589672
10,0.04123708492135662,1.8487959739741564,0.15120333536627087,0.0,0.24054966204124784,0.017182118717231926,0.0,0.010309271230339156,0.010309271230339156,0.15120264471164094,0.01030996188496907,0.4398622391611502,0.037800661177910234,0.037800661177910234,0.02061854246067831,0.2474225095281397,0.0068728474868927705,0.19931257711989067,0.6323040407580264,0.010309271230339156,0.28865959444949346,0.0,0.0,0.06185562738203493,1.6872840580374753,0.8213052746889893,0.9106522920132927,0.5841920363885307,0.8384873934009287,0.5532642226941423,0.5738827651555463,0.4158072729570126,0.21305827209294695,0.41924369670045897,0.6013741551057658,0.512027137776163,0.25085893327158615,0.10996555979028433,0.26116820450192524,0.37113376429220957,0.07903774609926685,0.6529205112548138,0.2508589332715861,0.18900330589485445,0.3092788275640762,0.08247416984271325,0.027491389947571082,0.12027483102062347,0.0,0.058419203638588546,0.010309271230339156,0.05498347054977208,0.0,0.0687284748689277,1.731962401284512,10.646092556322582
11,0.0,0.0,0.9999999999999998,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.5714285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142844,0.0,0.0,485.142857142857,1262.9999999999998
12,0.0,0.0,0.0,0.0,0.18311533874870858,0.0,0.0,0.0,0.0,0.12128418540338437,0.0,0.0,0.0,0.0,0.0,0.1640903684871355,0.0,0.08085612730935976,2.0451842970952403,0.0,0.8596908374317536,0.26159334106645366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06302021398419111,0.0,0.0,0.0,0.0,0.0,2.724137954313116,41.8038059143973
